gene_name,romano_initiation_rate,gene_length,folding_energy_70,folding_energy_80,length of 5prime utr,kozak score,N1,N4,in_frame AUG
RPL8A+YFP,0.089277471,734,-14.2,-6.7,17,8,1,4,0
RPL8A+YFP,0.138068994,734,-9.6,-6.1,17,8,1,4,0
RPL8A+YFP,0.062837983,734,-14.3,-11.8,17,8,1,4,0
RPL8A+YFP,0.162949405,734,-8.1,-6.6,17,8,1,4,0
RPL8A+YFP,0.156926356,734,-9.3,-7.1,17,5,3,4,0
RPL8A+YFP,0.196796763,734,-7.4,-6.1,17,5,3,4,0
RPL8A+YFP,0.176639532,734,-8.2,-7.8,17,6,1,4,0
RPL8A+YFP,0.110516092,734,-11.7,-10.9,17,5,4,4,0
RPL8A+YFP,0.134229759,734,-11.5,-9.1,17,5,4,4,0
RPL8A+YFP,0.107648213,734,-12.8,-11,17,6,1,4,0
RPL8A+YFP,0.074161044,734,-9.6,-8.7,17,6,2,4,0
RPL8A+YFP,0.112947854,734,-9.2,-8.6,17,5,3,4,0
RPL8A+YFP,0.06109953,734,-14.1,-9,17,5,3,4,0
RPL8A+YFP,0.096727754,734,-12.7,-8.8,17,5,4,4,0
RPL8A+YFP,0.157470012,734,-8.5,-9.2,17,5,4,4,0
RPL8A+YFP,0.046157819,734,-11.7,-6.7,17,6,1,4,0
RPL8A+YFP,0.057681517,734,-12.5,-9.4,17,6,1,4,0
RPL8A+YFP,0.126201564,734,-9.8,-6.1,17,7,2,4,0
RPL8A+YFP,0.177901939,734,-10.4,-6.1,17,6,3,4,0
RPL8A+YFP,0.202161006,734,-8.3,-7.4,17,6,3,4,0
RPL8A+YFP,0.109162888,734,-11.1,-9.3,17,6,4,4,0
RPL8A+YFP,0.02982323,734,-14,-10.1,17,6,4,4,0
RPL8A+YFP,0.094833064,734,-11.9,-12.2,17,6,4,4,0
RPL8A+YFP,0.093217852,734,-11.9,-11.8,17,6,4,4,0
RPL8A+YFP,0.11271543,734,-10.7,-10.8,17,7,1,4,0
RPL8A+YFP,0.170672442,734,-8.9,-7.7,17,7,1,4,0
RPL8A+YFP,0.117435813,734,-10.8,-7.3,17,7,1,4,0
RPL8A+YFP,0.158189662,734,-11.5,-9.1,17,7,1,4,0
RPL8A+YFP,0.169244302,734,-8.1,-10.4,17,7,1,4,0
RPL8A+YFP,0.205526962,734,-9,-7,17,5,3,1,0
RPL8A+YFP,0.162993345,734,-12.4,-7.3,17,5,3,1,0
RPL8A+YFP,0.141106509,734,-12.9,-6.2,17,6,1,1,0
RPL8A+YFP,0.183124378,734,-9.4,-8,17,7,2,1,0
RPL8A+YFP,0.182887656,734,-10.7,-10.5,17,6,3,1,0
RPL8A+YFP,0.166582907,734,-12.3,-8.3,17,7,1,1,0
RPL8A+YFP,0.117281973,734,-15.1,-8.8,17,7,1,1,0
RPL8A+YFP,0.142381064,734,-14.7,-6.1,17,7,1,1,0
RPL8A+YFP,0.13064161,734,-14.8,-8.8,17,7,1,1,0
RPL8A+YFP,0.181475484,734,-11,-6.1,17,7,1,1,0
RPL8A+YFP,0.131483316,734,-13.2,-8.8,17,6,2,1,0
RPL8A+YFP,0.132823974,734,-11.9,-7.4,17,5,4,1,0
RPL8A+YFP,0.155786077,734,-12.4,-10.2,17,6,1,1,0
RPL8A+YFP,0.132798109,734,-11.3,-7,17,5,4,1,0
RPL8A+YFP,0.098453519,734,-13,-6.1,17,6,1,1,0
RPL8A+YFP,0.159168451,734,-13.8,-13.5,17,6,2,1,0
RPL8A+YFP,0.178460981,734,-12.4,-12.6,17,5,4,1,0
RPL8A+YFP,0.170959039,734,-12.4,-14.5,17,5,4,1,0
RPL8A+YFP,0.153016546,734,-12.4,-9.2,17,5,4,1,0
RPL8A+YFP,0.126642751,734,-11.4,-9.9,17,6,3,1,0
RPL8A+YFP,0.15323929,734,-12.8,-8.9,17,6,3,1,0
RPL8A+YFP,0.147284233,734,-10.3,-9.2,17,6,4,1,0
RPL8A+YFP,0.113739314,734,-13.9,-6.5,17,7,1,1,0
RPL8A+YFP,0.156429334,734,-9.8,-9.5,17,7,3,1,0
RPL8A+YFP,0.144567809,734,-9.8,-11.1,17,8,1,1,0
RPL8A+YFP,0.09159536,734,-11.4,-8.1,17,8,1,1,0
RPL8A+YFP,0.135166519,734,-12.4,-9.6,17,8,1,1,0
RPL8A+YFP,0.128438959,734,-11.6,-8.4,17,8,2,1,0
RPL8A+YFP,0.13891596,734,-11.7,-12.9,17,7,4,1,0
RPL8A+YFP,0.124820499,734,-11.7,-8.3,17,7,4,1,0
RPL8A+YFP,0.11649449,734,-11.7,-6.6,17,7,4,1,0
RPL8A+YFP,0.142004083,734,-11.7,-6.8,17,7,4,1,0
RPL8A+YFP,0.108116988,734,-12.1,-8,17,7,4,1,0
RPL8A+YFP,0.133572619,734,-11.7,-6.1,17,7,4,1,0
RPL8A+YFP,0.096822914,734,-15.6,-6.1,17,8,1,1,0
RPL8A+YFP,0.160161948,734,-10.1,-10.1,17,8,2,1,0
RPL8A+YFP,0.119373328,734,-14.5,-12.6,17,8,2,1,0
RPL8A+YFP,0.169380316,734,-11.2,-10.4,17,8,2,1,0
RPL8A+YFP,0.148889925,734,-10.7,-13.2,17,7,3,1,0
RPL8A+YFP,0.158280554,734,-11.5,-10.2,17,7,3,1,0
RPL8A+YFP,0.14374114,734,-10.1,-11.5,17,7,4,1,0
RPL8A+YFP,0.149194092,734,-10.1,-7.6,17,7,4,1,0
RPL8A+YFP,0.184148109,734,-10.8,-7.9,17,7,4,1,0
RPL8A+YFP,0.070977411,734,-12.7,-12.8,17,8,1,1,0
RPL8A+YFP,0.117918327,734,-10.1,-7.4,17,8,1,1,0
RPL8A+YFP,0.130053901,734,-13.2,-7,17,8,1,1,0
RPL8A+YFP,0.11560237,734,-12.5,-7.5,17,9,2,1,0
RPL8A+YFP,0.10690923,734,-12.2,-11.2,17,8,4,1,0
RPL8A+YFP,0.097400077,734,-13.6,-8.3,17,8,4,1,0
RPL8A+YFP,0.058138367,734,-13.3,-6.9,17,8,4,1,0
RPL8A+YFP,0.050521965,734,-14.3,-6.8,17,8,4,1,0
RPL8A+YFP,0.115351956,734,-12.3,-9.2,17,8,4,1,0
RPL8A+YFP,0.120030968,734,-12,-12.7,17,8,4,1,0
RPL8A+YFP,0.04394733,734,-16.1,-10.6,17,9,1,1,0
RPL8A+YFP,0.060380692,734,-16.9,-10.6,17,9,1,1,0
RPL8A+YFP,0.128434253,734,-13.1,-6.7,17,9,1,1,0
RPL8A+YFP,0.19761239,734,-11.7,-7.6,17,7,2,1,0
RPL8A+YFP,0.209500204,734,-10.4,-9.5,17,6,3,1,0
RPL8A+YFP,0.145855397,734,-13.5,-11,17,6,4,1,0
RPL8A+YFP,0.157022242,734,-10.6,-6.7,17,6,4,1,0
RPL8A+YFP,0.21704865,734,-10.6,-7,17,6,4,1,0
RPL8A+YFP,0.168872654,734,-12.7,-11.1,17,6,4,1,0
RPL8A+YFP,0.198674104,734,-12.5,-11.6,17,6,3,1,0
RPL8A+YFP,0.140173102,734,-12.7,-8.1,17,6,4,1,0
RPL8A+YFP,0.162077508,734,-12.7,-9.4,17,6,4,1,0
RPL8A+YFP,0.126052896,734,-12.7,-11,17,6,4,1,0
RPL8A+YFP,0.13637604,734,-12.7,-13.8,17,6,4,1,0
RPL8A+YFP,0.060438002,734,-13,-13.4,17,7,1,1,0
RPL8A+YFP,0.06589127,734,-12.9,-13.5,17,7,1,1,0
RPL8A+YFP,0.107177654,734,-14.2,-9.7,17,7,1,1,0
RPL8A+YFP,0.207665828,734,-9.7,-11.5,17,8,2,1,0
RPL8A+YFP,0.199540149,734,-9.7,-10.9,17,8,2,1,0
RPL8A+YFP,0.171753824,734,-10.1,-11.1,17,8,2,1,0
RPL8A+YFP,0.165117453,734,-10.9,-10.3,17,8,2,1,0
RPL8A+YFP,0.202314152,734,-9.7,-11.7,17,8,2,1,0
RPL8A+YFP,0.199179866,734,-9.7,-8.6,17,7,3,1,0
RPL8A+YFP,0.191995926,734,-9.7,-7.2,17,7,3,1,0
RPL8A+YFP,0.164126424,734,-11.4,-9.1,17,7,3,1,0
RPL8A+YFP,0.058700359,734,-14.7,-10.8,17,7,4,1,0
RPL8A+YFP,0.099861379,734,-14.7,-10.1,17,7,4,1,0
RPL8A+YFP,0.169187928,734,-10.4,-11.5,17,7,4,1,0
RPL8A+YFP,0.155171594,734,-12.9,-7.7,17,7,4,1,0
RPL8A+YFP,0.118829738,734,-12.4,-12.6,17,7,4,1,0
RPL8A+YFP,0.119273428,734,-11.8,-8.5,17,7,4,1,0
RPL8A+YFP,0.15779056,734,-12.4,-8.5,17,7,4,1,0
RPL8A+YFP,0.10795231,734,-13.6,-10.1,17,8,1,1,0
RPL8A+YFP,0.183255593,734,-10.7,-8.5,17,8,1,1,0
RPL8A+YFP,0.192432356,734,-9.8,-10.3,17,8,1,1,0
RPL8A+YFP,0.206081844,734,-11.1,-10.4,17,8,1,1,0
RPL8A+YFP,0.196942936,734,-9.9,-10.4,17,8,1,1,0
RPL8A+YFP,0.191405335,734,-9.7,-10.4,17,8,1,1,0
RPL8A+YFP,0.102348233,734,-9.1,-10.4,17,7,1,2,0
RPL8A+YFP,0.043849904,734,-13.1,-10.4,17,7,1,2,0
RPL8A+YFP,0.075386534,734,-8.6,-10.4,17,5,4,2,0
RPL8A+YFP,0.041630557,734,-8.6,-11.6,17,5,4,2,0
RPL8A+YFP,0.072043562,734,-9.1,-8.8,17,6,3,2,0
RPL8A+YFP,0.131172794,734,-8.6,-8.8,17,7,1,2,0
RPL8A+YFP,0.048512062,734,-14.9,-9.9,17,7,1,2,0
RPL8A+YFP,0.071842878,734,-8.6,-8.8,17,7,4,2,0
RPL8A+YFP,0.122754764,734,-9.2,-10.2,17,7,4,2,0
RPL8A+YFP,0.068813024,734,-9.5,-8.8,17,7,4,2,0
RPL8A+YFP,0.138239649,734,-8.6,-8.8,17,6,4,2,0
RPL8A+YFP,0.095657116,734,-9.1,-9.5,17,7,1,2,0
RPL8A+YFP,0.171268567,734,-8.6,-9.7,17,6,3,2,0
RPL8A+YFP,0.045032048,734,-11.2,-17,17,6,4,2,0
RPL8A+YFP,0.11803396,734,-8.6,-8.8,17,7,1,2,0
RPL8A+YFP,0.088843295,734,-12,-11.9,17,5,4,3,0
RPL8A+YFP,0.09713893,734,-15.5,-11.2,17,6,1,3,0
RPL8A+YFP,0.195315082,734,-12.5,-10.1,17,5,3,3,0
RPL8A+YFP,0.159743863,734,-13.2,-10.1,17,5,3,3,0
RPL8A+YFP,0.096395074,734,-14.8,-12.1,17,5,3,3,0
RPL8A+YFP,0.027395007,734,-17.2,-13,17,5,3,3,0
RPL8A+YFP,0.116486443,734,-16.2,-11,17,6,1,3,0
RPL8A+YFP,0.100196553,734,-15.5,-10.7,17,6,4,3,0
RPL8A+YFP,0.089037657,734,-16.5,-14.8,17,7,1,3,0
RPL8A+YFP,0.105125968,734,-17.3,-15.3,17,7,1,3,0
RPL8A+YFP,0.161169496,734,-13.4,-11.8,17,6,3,3,0
RPL8A+YFP,0.129106715,734,-13.5,-8.4,17,7,1,3,0
RPL8A+YFP,0.135345167,734,-13.4,-7.7,17,7,1,3,0
RPL8A+YFP,0.114462881,734,-12.1,-10.2,17,6,3,3,0
RPL8A+YFP,0.209593366,734,-12.9,-8.4,17,6,4,3,0
RPL8A+YFP,0.140017014,734,-15.3,-8.8,17,6,4,3,0
RPL8A+YFP,0.162681019,734,-12.5,-11.4,17,6,4,3,0
RPL8A+YFP,0.194830202,734,-12.2,-6.6,17,7,1,3,0
RPL8A+YFP,0.190993641,734,-13.1,-9.4,17,7,1,3,0
RPL8A+YFP,0.129605489,734,-16.3,-9.6,17,8,2,3,0
RPL8A+YFP,0.123662229,734,-13.1,-10,17,7,3,3,0
RPL8A+YFP,0.038480131,734,-13.1,-9.6,17,7,3,3,0
RPL8A+YFP,0.184293993,734,-12.1,-13,17,7,4,3,0
RPL8A+YFP,0.17885211,734,-13.2,-12.9,17,8,1,3,0
RPL8A+YFP,0.168238224,734,-12.1,-12.9,17,8,1,3,0
RPL8A+YFP,0.142572026,734,-13.8,-8.4,17,6,4,3,0
RPL8A+YFP,0.177742709,734,-12,-8.4,17,7,1,3,0
RPL8A+YFP,0.198191147,734,-12.1,-8.8,17,7,2,3,0
RPL8A+YFP,0.180048511,734,-12.8,-9.6,17,6,4,3,0
RPL8A+YFP,0.137803091,734,-16.9,-8.4,17,6,4,3,0
RPL8A+YFP,0.19098967,734,-13.9,-7.2,17,6,4,3,0
RPL8A+YFP,0.189372833,734,-13.7,-7.5,17,6,4,3,0
RPL8A+YFP,0.146700622,734,-15.3,-10.1,17,6,4,3,0
RPL8A+YFP,0.191884179,734,-13.7,-14.2,17,6,4,3,0
RPL8A+YFP,0.175921441,734,-15.1,-10.9,17,8,2,3,0
RPL8A+YFP,0.153629229,734,-13.8,-9.1,17,8,2,3,0
RPL8A+YFP,0.183828525,734,-12,-11.1,17,7,4,3,0
RPL8A+YFP,0.17254866,734,-14.8,-11.1,17,7,4,3,0
RPL8A+YFP,0.108524335,734,-8.8,-10.5,17,5,4,4,0
RPL8A+YFP,0.11920994,734,-9.6,-11.1,17,6,2,4,0
RPL8A+YFP,0.132980682,734,-9.2,-13.4,17,6,2,4,0
RPL8A+YFP,0.067828887,734,-12.6,-9.4,17,5,3,4,0
RPL8A+YFP,0.166400355,734,-9.5,-7.5,17,5,3,4,0
RPL8A+YFP,0.061323351,734,-12.1,-9.8,17,7,2,4,0
RPL8A+YFP,0.074435054,734,-11.1,-6.3,17,7,1,4,0
RPL8A+YFP,0.069307237,734,-9,-7.2,17,7,1,4,0
RPL8A+YFP,0.044761914,734,-13.4,-7.3,17,6,1,4,0
RPL8A+YFP,0.134550257,734,-8.7,-7.3,17,5,4,4,0
RPL8A+YFP,0.14264463,734,-11.1,-7.3,17,5,4,4,0
RPL8A+YFP,0.128238867,734,-10,-7.3,17,5,4,4,0
RPL8A+YFP,0.098614751,734,-10.7,-7.3,17,6,3,4,0
RPL8A+YFP,0.05768098,734,-11.9,-7.3,17,6,4,4,0
RPL8A+YFP,0.11166245,734,-13.4,-10.9,17,6,3,4,0
RPL8A+YFP,0.145889588,734,-8.7,-7.3,17,6,3,4,0
RPL8A+YFP,0.179268833,734,-10.7,-7.3,17,6,3,4,0
RPL8A+YFP,0.150962339,734,-9.7,-7.3,17,7,1,4,0
RPL8A+YFP,0.084266494,734,-10,-7.3,17,7,1,4,0
RPL8A+YFP,0.175444422,734,-10.4,-7.3,17,7,1,4,0
RPL8A+YFP,0.123266407,734,-11,-7.3,17,6,3,4,0
RPL8A+YFP,0.097542832,734,-10,-7.9,17,6,4,4,0
RPL8A+YFP,0.158197568,734,-9.3,-8.2,17,7,2,4,0
RPL8A+YFP,0.176555284,734,-10.2,-7.3,17,7,2,4,0
RPL8A+YFP,0.173033636,734,-11.1,-8.2,17,6,3,4,0
RPL8A+YFP,0.141636072,734,-12.7,-7.3,17,6,3,4,0
RPL8A+YFP,0.198002603,734,-9.9,-7.3,17,6,3,4,0
RPL8A+YFP,0.13133485,734,-10.5,-9.9,17,6,4,4,0
RPL8A+YFP,0.085892873,734,-11.5,-11.1,17,6,4,4,0
RPL8A+YFP,0.171964462,734,-8.7,-7.7,17,6,4,4,0
RPL8A+YFP,0.155888977,734,-9.1,-7.3,17,6,4,4,0
RPL8A+YFP,0.119824757,734,-9.6,-10.1,17,7,1,4,0
RPL8A+YFP,0.065165099,734,-12.1,-7.9,17,7,1,4,0
RPL8A+YFP,0.083931236,734,-11.6,-10.7,17,7,1,4,0
RPL8A+YFP,0.075017882,734,-15.2,-14.2,17,7,1,4,0
RPL8A+YFP,0.141956545,734,-10.4,-10.5,17,8,2,4,0
RPL8A+YFP,0.152716575,734,-10.8,-11,17,8,2,4,0
RPL8A+YFP,0.112729673,734,-9.1,-10.5,17,7,3,4,0
RPL8A+YFP,0.120013392,734,-9.3,-10.5,17,7,3,4,0
RPL8A+YFP,0.044453157,734,-12.7,-13.8,17,7,4,4,0
RPL8A+YFP,0.092745824,734,-13.4,-15.9,17,8,1,4,0
RPL8A+YFP,0.086571359,734,-12,-14.1,17,8,1,4,0
RPL8A+YFP,0.0973578,734,-12,-14.1,17,8,1,4,0
RPL8A+YFP,0.110734703,734,-10,-14,17,8,1,4,0
RPL8A+YFP,0.08490142,734,-10.9,-14,17,8,1,4,0
RPL8A+YFP,0.110148374,734,-12.3,-14,17,8,1,4,0
RPL8A+YFP,0.128181051,734,-9.1,-10.8,17,7,2,4,0
RPL8A+YFP,0.142922102,734,-9.5,-12.2,17,7,2,4,0
RPL8A+YFP,0.122531183,734,-9.5,-10.8,17,7,2,4,0
RPL8A+YFP,0.172721119,734,-12.7,-11.7,17,6,3,4,0
RPL8A+YFP,0.144438398,734,-11.3,-10.8,17,7,1,4,0
RPL8A+YFP,0.04963776,734,-13,-10.8,17,7,1,4,0
RPL8A+YFP,0.158788834,734,-11,-10.8,17,7,1,4,0
RPL8A+YFP,0.167375815,734,-11.8,-10.8,17,7,1,4,0
RPL8A+YFP,0.072398382,734,-10.7,-10.8,17,7,2,4,0
RPL8A+YFP,0.046375416,734,-11.7,-10.8,17,6,4,4,0
RPL8A+YFP,0.06577313,734,-10.9,-11.8,17,6,4,4,0
RPL8A+YFP,0.059244862,734,-9.9,-11.8,17,7,1,4,0
RPL8A+YFP,0.036164528,734,-12.2,-10.8,17,7,2,4,0
RPL8A+YFP,0.089914918,734,-13.9,-10.8,17,6,3,4,0
RPL8A+YFP,0.10451068,734,-10.8,-10.8,17,6,4,4,0
RPL8A+YFP,0.113367776,734,-10.4,-11.8,17,6,4,4,0
RPL8A+YFP,0.133556248,734,-9.1,-10.7,17,6,4,4,0
RPL8A+YFP,0.128720309,734,-10.7,-10.7,17,6,4,4,0
RPL8A+YFP,0.071936525,734,-11.9,-10.7,17,6,4,4,0
RPL8A+YFP,0.170414327,734,-9.6,-10.7,17,6,4,4,0
RPL8A+YFP,0.094911658,734,-9.8,-10.7,17,7,3,4,0
RPL8A+YFP,0.083051931,734,-11.3,-10.7,17,7,3,4,0
RPL8A+YFP,0.068421858,734,-11.3,-10.7,17,7,3,4,0
RPL8A+YFP,0.088363256,734,-12.5,-10.7,17,7,3,4,0
RPL8A+YFP,0.039561078,734,-10,-10.7,17,7,3,4,0
RPL8A+YFP,0.126823048,734,-9.9,-11.5,17,7,3,4,0
RPL8A+YFP,0.059642545,734,-10.4,-10.7,17,8,1,4,0
RPL8A+YFP,0.223267782,734,-9.7,-10.7,17,6,4,1,0
RPL8A+YFP,0.093075518,734,-10.8,-10.7,17,6,3,1,0
RPL8A+YFP,0.154010467,734,-12.2,-7.5,17,6,3,1,0
RPL8A+YFP,0.165614214,734,-13.4,-8.3,17,6,4,1,0
RPL8A+YFP,0.20614482,734,-13.4,-7.4,17,7,1,1,0
RPL8A+YFP,0.195255602,734,-8.8,-11.3,17,8,1,1,0
RPL8A+YFP,0.154132823,734,-13.9,-7.4,17,8,1,1,0
RPL8A+YFP,0.133415538,734,-13.9,-7.7,17,6,4,1,0
RPL8A+YFP,0.219130777,734,-8.8,-8.7,17,7,2,1,0
RPL8A+YFP,0.117685093,734,-15,-7.4,17,7,2,1,0
RPL8A+YFP,0.133668589,734,-11.5,-10.2,17,7,2,1,0
RPL8A+YFP,0.159731864,734,-9.3,-11.4,17,7,2,1,0
RPL8A+YFP,0.143413721,734,-16,-7.4,17,6,3,1,0
RPL8A+YFP,0.210409318,734,-9.3,-9.8,17,6,3,1,0
RPL8A+YFP,0.160887935,734,-13.6,-7.4,17,6,4,1,0
RPL8A+YFP,0.155684954,734,-13,-7.5,17,6,4,1,0
RPL8A+YFP,0.169564716,734,-11.4,-10.6,17,6,4,1,0
RPL8A+YFP,0.20033259,734,-13.4,-10.4,17,7,1,1,0
RPL8A+YFP,0.168383415,734,-11.5,-12.1,17,7,1,1,0
RPL8A+YFP,0.181601947,734,-12.8,-7.4,17,7,1,1,0
RPL8A+YFP,0.135128735,734,-9.3,-7.4,17,8,2,1,0
RPL8A+YFP,0.101498537,734,-13.1,-7.4,17,7,3,1,0
RPL8A+YFP,0.117014547,734,-14.1,-8.2,17,7,3,1,0
RPL8A+YFP,0.186677565,734,-11.7,-7.4,17,8,1,1,0
RPL8A+YFP,0.13348917,734,-10.3,-9.1,17,8,1,1,0
RPL8A+YFP,0.117655065,734,-12.5,-8.5,17,7,3,1,0
RPL8A+YFP,0.135695608,734,-14.5,-7.4,17,7,3,1,0
RPL8A+YFP,0.178213856,734,-9.5,-8.9,17,7,4,1,0
RPL8A+YFP,0.135651304,734,-9.7,-7.7,17,7,4,1,0
RPL8A+YFP,0.168897483,734,-10.4,-9,17,8,1,1,0
RPL8A+YFP,0.197214241,734,-10.5,-11.2,17,8,2,1,0
RPL8A+YFP,0.19770595,734,-9.4,-8.6,17,8,2,1,0
RPL8A+YFP,0.034425948,734,-17.7,-7.4,17,7,3,1,0
RPL8A+YFP,0.066309949,734,-16,-8.4,17,7,3,1,0
RPL8A+YFP,0.209281486,734,-11.6,-7.4,17,7,4,1,0
RPL8A+YFP,0.217939566,734,-8.8,-7.4,17,7,4,1,0
RPL8A+YFP,0.161380314,734,-11.5,-8.6,17,7,4,1,0
RPL8A+YFP,0.154852971,734,-8.8,-10.8,17,7,4,1,0
RPL8A+YFP,0.216309861,734,-11.4,-10.3,17,8,1,1,0
RPL8A+YFP,0.135466718,734,-13,-7.4,17,8,1,1,0
RPL8A+YFP,0.177864724,734,-12.9,-7.9,17,8,1,1,0
RPL8A+YFP,0.202108649,734,-10.7,-9.5,17,8,1,1,0
RPL8A+YFP,0.097862438,734,-13.3,-8.1,17,8,3,1,0
RPL8A+YFP,0.15696409,734,-10,-8.3,17,8,4,1,0
RPL8A+YFP,0.152606982,734,-10,-10,17,8,4,1,0
RPL8A+YFP,0.102723467,734,-12.8,-11.4,17,9,1,1,0
RPL8A+YFP,0.159128078,734,-10.1,-7.4,17,9,1,1,0
RPL8A+YFP,0.138639401,734,-10.2,-9.9,17,9,1,1,0
RPL8A+YFP,0.182749482,734,-10.2,-8.6,17,9,1,1,0
RPL8A+YFP,0.166980137,734,-11.8,-8.7,17,9,1,1,0
RPL8A+YFP,0.203074789,734,-8.8,-7.4,17,7,3,1,0
RPL8A+YFP,0.086528331,734,-13.6,-9.3,17,8,1,1,0
RPL8A+YFP,0.194456114,734,-12.1,-7.8,17,8,1,1,0
RPL8A+YFP,0.227931657,734,-10.8,-8.2,17,8,1,1,0
RPL8A+YFP,0.166655433,734,-13.8,-7.4,17,7,3,1,0
RPL8A+YFP,0.146130172,734,-13.6,-11.7,17,7,4,1,0
RPL8A+YFP,0.185047723,734,-12.1,-8.5,17,7,4,1,0
RPL8A+YFP,0.199252144,734,-10.5,-7.4,17,7,4,1,0
RPL8A+YFP,0.224228503,734,-10.3,-7.4,17,7,4,1,0
RPL8A+YFP,0.108806099,734,-12.5,-9.7,17,8,1,1,0
RPL8A+YFP,0.208609796,734,-10.2,-7.4,17,8,1,1,0
RPL8A+YFP,0.085365815,734,-16.8,-10.6,17,8,1,1,0
RPL8A+YFP,0.212981193,734,-13,-9.4,17,8,1,1,0
RPL8A+YFP,0.212236302,734,-8.8,-10.4,17,8,1,1,0
RPL8A+YFP,0.224469779,734,-11,-9.6,17,8,2,1,0
RPL8A+YFP,0.228860876,734,-10.4,-14.1,17,7,3,1,0
RPL8A+YFP,0.205860814,734,-11.5,-8.9,17,7,4,1,0
RPL8A+YFP,0.211490718,734,-11.7,-8.6,17,7,4,1,0
RPL8A+YFP,0.151626059,734,-13.8,-11.2,17,7,4,1,0
RPL8A+YFP,0.166090438,734,-11.5,-9.5,17,7,4,1,0
RPL8A+YFP,0.198158734,734,-11.7,-7.4,17,7,4,1,0
RPL8A+YFP,0.179062569,734,-8.9,-9.1,17,8,1,1,0
RPL8A+YFP,0.206049253,734,-8.9,-7.4,17,8,1,1,0
RPL8A+YFP,0.219574051,734,-12.6,-9.3,17,8,1,1,0
RPL8A+YFP,0.222717401,734,-9.7,-9.5,17,8,1,1,0
RPL8A+YFP,0.217821986,734,-8.8,-7.4,17,9,2,1,0
RPL8A+YFP,0.221303371,734,-9.1,-14.5,17,8,3,1,0
RPL8A+YFP,0.218345381,734,-10.4,-9.2,17,8,4,1,0
RPL8A+YFP,0.191739524,734,-12.8,-9.1,17,8,4,1,0
RPL8A+YFP,0.192501433,734,-10.1,-10,17,8,4,1,0
RPL8A+YFP,0.187865302,734,-12.8,-10,17,8,4,1,0
RPL8A+YFP,0.194869604,734,-11.5,-11.2,17,9,1,1,0
RPL8A+YFP,0.206244788,734,-11,-10,17,9,1,1,0
RPL8A+YFP,0.170758188,734,-10.1,-8.2,17,9,1,1,0
RPL8A+YFP,0.205915726,734,-11.4,-9,17,9,1,1,0
RPL8A+YFP,0.209272984,734,-10.7,-7.6,17,9,1,1,0
RPL8A+YFP,0.213562735,734,-9.7,-7.4,17,9,1,1,0
RPL8A+YFP,0.192864159,734,-8.8,-7.4,17,9,1,1,0
RPL8A+YFP,0.157712464,734,-8.1,-8.4,17,7,1,2,0
RPL8A+YFP,0.079640325,734,-10.4,-9.8,17,5,4,2,0
RPL8A+YFP,0.168755444,734,-8.9,-9.8,17,7,4,2,0
RPL8A+YFP,0.029828185,734,-10.4,-12.1,17,8,1,2,0
RPL8A+YFP,0.168670757,734,-6.8,-10,17,9,1,2,0
RPL8A+YFP,0.082867114,734,-10.4,-7.9,17,7,2,2,0
RPL8A+YFP,0.156768452,734,-9.4,-7.5,17,6,3,2,0
RPL8A+YFP,0.151697189,734,-9.8,-10.9,17,6,1,3,0
RPL8A+YFP,0.148861556,734,-10,-7.5,17,6,2,3,0
RPL8A+YFP,0.158281093,734,-12.6,-13.7,17,6,1,3,0
RPL8A+YFP,0.17802261,734,-8.8,-10.2,17,5,4,3,0
RPL8A+YFP,0.060898876,734,-13.3,-7.5,17,5,3,3,0
RPL8A+YFP,0.098354727,734,-12.8,-7.5,17,6,1,3,0
RPL8A+YFP,0.191871282,734,-11.5,-7.8,17,8,1,3,0
RPL8A+YFP,0.215089565,734,-8.5,-14.7,17,7,4,3,0
RPL8A+YFP,0.185090732,734,-6.8,-7.5,17,8,1,3,0
RPL8A+YFP,0.196511518,734,-9.9,-7.5,17,9,1,3,0
RPL8A+YFP,0.165254441,734,-9.2,-9.5,17,6,4,3,0
RPL8A+YFP,0.166371834,734,-13,-8.5,17,6,4,3,0
RPL8A+YFP,0.137558146,734,-12.6,-12.1,17,6,4,3,0
RPL8A+YFP,0.103433473,734,-11,-10.2,17,6,4,3,0
RPL8A+YFP,0.185362208,734,-10,-11.5,17,6,4,3,0
RPL8A+YFP,0.191041605,734,-11.4,-7.5,17,8,1,3,0
RPL8A+YFP,0.15989338,734,-8.8,-7.5,17,6,2,4,0
RPL8A+YFP,0.162169913,734,-9.8,-11.8,17,7,2,4,0
RPL8A+YFP,0.099235454,734,-12.2,-11.7,17,5,4,4,0
RPL8A+YFP,0.120875398,734,-12.3,-9.6,17,6,1,4,0
RPL8A+YFP,0.177463833,734,-10,-8.4,17,6,1,4,0
RPL8A+YFP,0.103443825,734,-10,-11.3,17,7,1,4,0
RPL8A+YFP,0.165409887,734,-10,-11.3,17,7,1,4,0
RPL8A+YFP,0.173117342,734,-11.8,-7.5,17,7,3,4,0
RPL8A+YFP,0.192384556,734,-9.2,-8.4,17,7,4,4,0
RPL8A+YFP,0.191638795,734,-10.8,-9.1,17,8,1,4,0
RPL8A+YFP,0.154614204,734,-11.1,-9.2,17,8,1,4,0
RPL8A+YFP,0.128685756,734,-9.7,-7.5,17,8,1,4,0
RPL8A+YFP,0.199260746,734,-7.3,-14,17,8,2,4,0
